"id","titel","titelkort","offentlighedskode","nummer","nummerprefix","nummerpostfix","resume","afstemningskonklusion","afgørelsesresultatkode","baggrundsmateriale","opdateringsdato","begrundelse","paragrafnummer","paragraf","afgørelsesdato","afgørelse","rådsmødedato","lovnummerdato","retsinformationsurl","fremsatundersagid","typeid","kategoriid","statusid","periodeid","lovnummer","nummernumerisk","statsbudgetsag","deltundersagid"
2691,"Forslag til lov om ændring af SU-loven og lov om specialpædagogisk støtte ved videregående uddannelser. (Uddannelsesstøtte til uddannelse i udlandet m.v.).","Om uddannelsesstøtte til uddannelse i udlandet m.v.","O","L 139","L","","Med L 139 lempes de danske bopælskravsregler om herboende udlændinges ret til optjening af dansk uddannelsesstøtte til studier i udlandet som opfølgning på en række domme afsagt af EU-Domstolen. Endvidere justeres lov om specialpædagogisk støtte til studerende på videregående uddannelser (SPS-loven) tilsvarende. I begge tilfælde bliver det tidligere obligatoriske 2-årskrav om ophold i Danmark før mulig ret til ydelser reduceret.","Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:46:43.75",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-26T00:00:00",NULL,NULL,3,13,11,32,"521","139",False,NULL
2692,"Forslag til lov om indsamling m.v.","Om indsamling m.v.","O","L 142","L","","Med loven ophæves lov om offentlige indsamlinger og pyramidespil og erstattes af en ny lov om indsamling m.v., der bl.a. indeholder en bred definition af indsamlingsbegrebet med henblik på at tage højde for den teknologiske udvikling og de hermed øgede muligheder for forskellige indsamlingsformer. 

Desuden oprettes et uafhængigt indsamlingsnævn. Nævnet skal have det overordnede tilsyn med indsamlingsområdet og træffe afgørelse i sager om bl.a. tilladelse til hus- og gadeindsamlinger og i sager om overtrædelse af god indsamlingsskik. Derudover skal indsamlinger som udgangspunkt anmeldes til Indsamlingsnævnet. Dog vil visse forhåndsgodkendte organisationer kunne foretage indsamlinger uden anmeldelse til Indsamlingsnævnet. 

Endvidere indføres en generalklausul om god indsamlingsskik. Hjælpeorganisationers hvervning af nye medlemmer på gaden skal ske under iagttagelse af principperne for god indsamlingsskik, selv om medlemshvervning ikke i øvrigt er omfattet af loven. 

Herudover indebærer loven regler om betaling i forbindelse med anmeldelse af eller ansøgning om hus- og gadeindsamlinger og om betaling af et årligt beløb for de forhåndsgodkendte organisationer. Med visse undtagelser opretholdes det gældende forbud mod hus- og gadeindsamlinger. 

Loven bygger på anbefalingerne i betænkning 1532/2012, som Justitsministeriets udvalg om revision af reglerne om offentlige indsamlinger afgav i april 2012. 

Loven træder i kraft den 1. juni 2014, dog sådan at §§ 1-8, 10-12, 14 og 16 træder i kraft den 1. juli 2014.","Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:46:43.907",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-26T00:00:00",NULL,NULL,3,13,11,32,"511","142",False,NULL
2693,"Forslag til folketingsbeslutning om ministres eftervederlag.","Om ministres eftervederlag.","O","B 56","B","","","Forkastet

28 stemmer for forslaget (DF, Özlem Sara Cekic (SF), EL, LA, UFG)

79 stemmer imod forslaget (V, S, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-02T12:56:48.723",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"56",False,NULL
2694,"Forslag til folketingsbeslutning om dansk initiativ til et forpligtende internationalt klimasamarbejde med progressive i- og ulande (mini-COP-samarbejde).","Om et internationalt klimasamarbejde (mini-COP-samarbejde).","O","B 57","B","","De internationale klimaforhandlinger under FN's klimakonvention – de såkaldte COP-møder – stod i princippet i stampe, og intet tydede på, at en aftale i dette regi ville være ambitiøs nok til at forhindre den stigende udledning af CO2 og sikre overholdelse af 2-gradersmålsætningen. Ifølge forslaget skulle regeringen derfor tage initiativ til at samle de lande, der på verdensplan var interesserede i en international klimaaftale, der sikrede 2-gradersmålet, i et konstruktivt, forpligtende og ambitiøst samarbejde om en klimavenlig udvikling med vedvarende energi, energieffektivitet og klimatilpasning. Samarbejdet skulle have form af en klub af såkaldte villige lande med deltagere fra både i- og ulande, hvor overliggeren blev sat højt for at sikre en ambitiøs og reel grøn omstilling.",NULL,NULL,NULL,"2017-12-05T19:46:45.617",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"57",False,NULL
2695,"Forslag til folketingsbeslutning om en 10-årig samfundskontrakt.","Om en 10-årig samfundskontrakt.","O","B 59","B","","Regeringen pålagdes at indkalde til forhandlinger om en samfundskontrakt, der skulle skabe og fastholde job i Danmark. Skatter og afgifter skulle holdes i ro i en tidshorisont, der rakte 10 år frem i tiden. Forslagsstillerne pegede på, at det var essentielt, at der var ro og stabilitet omkring rammevilkårene for virksomhederne i Danmark, så det blev rentabelt at drive forretning i Danmark.","Forkastet

5 stemmer for forslaget (LA)

103 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF, UFG)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-02T12:57:29.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"59",False,NULL
2696,"Forslag til folketingsbeslutning om inkorporering af FN’s børnekonvention i dansk ret.","Om inkorporering af FN’s børnekonvention i dansk ret.","O","B 104","B","","Ifølge forslaget skulle regeringen fremsætte lovforslag om at inkorporere FN's konvention om barnets rettigheder i dansk ret senest i første halvdel af folketingsåret 2014-15.",NULL,NULL,NULL,"2017-12-05T19:46:56.547",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"104",False,NULL
2697,"Forslag til lov om ændring af kulbrinteskatteloven, lov om ansættelse og opkrævning m.v. af skat ved kulbrinteindvinding og lov om etablering og benyttelse af en rørledning til transport af råolie og kondensat. (Harmonisering af beskatningen af kulbrinteindvinding m.v.).","Om beskatningen af kulbrinteindvinding m.v.","O","L 79","L","","Loven implementerer aftale af 17. september 2013 mellem regeringen (Socialdemokraterne, Radikale Venstre og Socialistisk Folkeparti), Enhedslisten og Dansk Folkeparti om harmonisering af beskatningen i Nordsøen. De selskaber, der i dag beskattes efter de gamle regler i kulbrinteskatteloven, vil fra den 1. januar 2014 blive beskattet efter de samme regler, som gælder for eneretsbevillingen og for tilladelser til indvindingsvirksomhed meddelt den 1. januar 2004 eller senere.

Loven indeholder desuden en overgangsordning. Efter loven nedsættes kulbrinteskattesatsen fra 70 pct. til 52 pct., og kulbrintefradraget nedsættes til 5 pct. i 6 år i stedet for 25 pct. i 10 år. Feltafgrænsningen ophæves, så selskaberne kan modregne underskud fra et felt i indkomst fra et andet felt. Produktions-, dispensations- og rørledningsafgifterne ophæves, og skatteværdien af fjernelsesomkostninger kan udbetales til den skattepligtige, hvis der ved endeligt ophør af kulbrinteskattepligtig virksomhed resterer et uudnyttet underskud (carry back). 
","Vedtaget

68 stemmer for forslaget (S, DF, RV, SF, EL, UFG)

35 stemmer imod forslaget (V, LA, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:46:56.4",NULL,NULL,NULL,NULL,NULL,NULL,"2013-12-26T00:00:00",NULL,NULL,3,13,11,32,"1636","79",False,NULL
2698,"Forslag til folketingsbeslutning om fædres mulighed for at omstøde et faderskab på baggrund af dna-beviser.","Om fædres mulighed for at omstøde et faderskab på baggrund af dna-beviser.","O","B 90","B","","Med beslutningsforslaget pålagdes regeringen inden udgangen af folketingsåret 2014-15 at fremsætte et lovforslag, der tillod omstødelse af faderskab, hvis dna-beviser dokumenterede, at det ikke var den biologiske far, der var angivet som far til barnet.",NULL,NULL,NULL,"2017-12-05T19:46:56.753",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"90",False,NULL
2699,"Forslag til folketingsbeslutning om at lade Københavns Universitet købe egne bygninger og anvende provenuet til indskud i Danmarks Grundforskningsfond.","Om Danmarks Grundforskningsfond.","O","B 63","B","","Beslutningsforslaget blev fremsat med henblik på at få afklaret eventuelle muligheder for at decentralisere universiteternes bygningsejendomsforhold, så f.eks. Københavns Universitet selv kunne eje deres egne bygninger, hvad de havde ansøgt om. Forslagsstillerne fandt, at overtagelse/køb kunne ske efter samme model, som havde været brugt til gymnasiernes køb af egne bygninger. Forslagsstillerne ønskede også, at Danmarks Grundforskningsfond kunne få noget af provenuet.",NULL,NULL,NULL,"2017-12-05T19:46:57.303",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"63",False,NULL
2700,"Forslag til folketingsbeslutning om et charter for en sammenhængende inddragelse af civilsamfundet.","Om et charter for en sammenhængende inddragelse af civilsamfundet","O","B 105","B","","Ifølge beslutningsforslaget skulle regeringen inden foråret 2015 bl.a. tage initiativ til i et samarbejde med alle relevante parter at formulere en klar vision – et politisk charter – for en sammenhængende politik og en strategi for udvikling og inddragelse af civilsamfundet i Danmark og eventuelt at gennemføre den lovgivning, der var nødvendig for at realisere charterets bestemmelser.",NULL,NULL,NULL,"2021-02-11T13:19:00.563",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,4,32,NULL,"105",False,NULL
2701,"Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige og kildeskatteloven. (Effektivisering af inddrivelsen af forsyningsvirksomheders krav gennem adgang til skyldners personnummer og henstand med indregnet restskat m.v.).","Om effektivisering af inddrivelsen af forsyningsvirksomheders krav m.v.","O","L 48","L","","Med loven får kommunalt ejede forsyningsvirksomheder mulighed for at få oplyst en skyldners personnummer fra Det Centrale Personregister, så forsyningsvirksomheden kan medsende skyldnerens personnummer, når fordringen sendes til inddrivelse hos SKAT. Det vil effektivisere inddrivelsen af forsyningsvirksomheders krav mod skyldnere.

Der er med loven desuden skabt hjemmel til, at skatteydere med lav indkomst kan få henstand med betaling af restskat, hvis det vurderes, at skatteyderens rådighedsbeløb ikke vil være tilstrækkeligt, såfremt restskatten indregnes. Det sikrer, at personer med lav indkomst ikke får reduceret et i forvejen lavt rådighedsbeløb, når restskatten indregnes. Restskatten vil således skulle betales på et senere tidspunkt.

Loven træder i kraft den 1. januar 2014.
","Vedtaget

98 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:12.75",NULL,NULL,NULL,NULL,NULL,NULL,"2013-12-18T00:00:00",NULL,NULL,3,13,11,32,"1499","48",False,NULL
2702,"Forslag til folketingsbeslutning om stop for dansk udviklingsbistand til Uganda.","Om stop for dansk udviklingsbistand til Uganda.","O","B 62","B","","Beslutningsforslaget pålagde regeringen omgående at stoppe for al dansk udviklingsbistand til Uganda. Dette skulle ske med baggrund i Ugandas indførelse af en lov, der kriminaliserede homoseksualitet og indførte en strafferamme for homoseksuelle aktiviteter. Den danske bistand til Uganda udgjorde årligt omkring 310 mio. kr.",NULL,NULL,NULL,"2017-12-05T19:47:19.557",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"62",False,NULL
2703,"Forslag til folketingsbeslutning om en mærkningsordning for mobiltelefoners antennekvalitet.","Om mærkningsordning for mobiltelefoners antennekvalitet.","O","B 61","B","","Forslaget opfordrede Folketinget til at pålægge regeringen inden udgangen af 2014 at tage initiativ til at indføre en national mærkningsordning for mobiltelefoner, der viste, hvor god en antenne mobiltelefonen var udstyret med.

Forslagsstillerne henviste til, at mobildækningen for en række mobiltelefoner var så dårlig, at der burde indføres en mærkningsordning for mobiltelefoners antennekvalitet, så forbrugerne fik mulighed for at tage disse oplysninger med i betragtning, når de skulle købe ny telefon. Forslagsstillerne henviste bl.a. til oplysninger i Erhvervsstyrelsens mobilkortlægning i 2012.",NULL,NULL,NULL,"2017-12-05T19:47:20.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"61",False,NULL
2704,"Forslag til folketingsbeslutning om udbetaling af børne- og ungeydelser og børnetilskud i overensstemmelse med dansk lovgivning.","Om udbetaling af børne- og ungeydelser og børnetilskud i overensstemmelse med dansk lovgivning.","O","B 60","B","","Et flertal pålægger regeringen at sikre, at udbetalingen af børne- og ungeydelser og børnetilskud sker i overensstemmelse med den lovgivning, der er vedtaget af Folketinget, hvorefter mindst en af de personer, der har forsørgelsespligten over for barnet, skal have boet eller arbejdet i riget i mindst 2 år inden for de seneste 10 år, før pågældende har ret til fuld børnefamilieydelse og børnetilskud.","Vedtaget

58 stemmer for forslaget (V, DF, EL, LA, KF)

49 stemmer imod forslaget (Birthe Rønn Hornbech (V), S, RV, SF, UFG)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-08T13:01:09.093",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,10,32,NULL,"60",False,NULL
2705,"Forslag til lov om erhvervsdrivende fonde.","Om erhvervsdrivende fonde.","O","L 154","L","","Loven moderniserer lovgivningen for de erhvervsdrivende fonde svarende til den reform af selskabsloven, der blev gennemført i 2009. Loven tilstræber størst mulig parallelitet mellem selskabsloven og lov om erhvervsdrivende fonde.
 
Loven indeholder regler om rammerne for ledelsen og dens sammensætning. Ændringerne skal bl.a. skabe øget gennemsigtighed om ledelsen, herunder om bestyrelsens vederlag, samt stille flere krav til revisor. Fondene skal desuden fremadrettet redegøre for deres uddelingspolitik i deres årsregnskab, ligesom fondenes uddelinger i det forgangne år skal opdeles i hovedkategorier. 

Loven skal derudover styrke revisors rolle og fondsmyndighedens tilsyn med de erhvervsdrivende fonde, herunder opfølgning på bestyrelsernes redegørelser for god fondsledelse. 

Under Folketingets behandling af lovforslaget stillede ministeren ændringsforslag om, at Erhvervsstyrelsen bliver fondsmyndighed for alle erhvervsdrivende fonde. Lovforslaget er udarbejdet på baggrund af Erhvervsfondsudvalgets rapport fra december 2012. 

Erhvervs- og vækstministeren fastsætter tidspunktet for lovens ikrafttræden.
","Vedtaget

109 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:21.843",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-25T00:00:00",NULL,NULL,3,13,11,32,"712","154",False,NULL
2706,"Forslag til lov om ændring af beredskabsloven. (Præcisering af planlægningsforpligtelse for statslige myndigheder, bemyndigelse til at fastsætte regler om uddannelse for medlemmer af ungdomsbrandkorps og om tilskud hertil, nedlæggelse af evalueringsinstituttet m.v.).","Om beredskabsloven.","O","L 157","L","","Hovedformålet med loven er at præcisere den planlægningsforpligtelse, der gælder for de statslige myndigheder på beredskabsområdet, og at tilvejebringe en hjemmel til at fastsætte regler for uddannelse af medlemmer af ungdomsbrandkorps og de tilskud, der ydes til disse. Begge dele er led i udmøntningen af den politiske aftale om redningsberedskabet i 2013-2014, der blev indgået den 12. november 2012 mellem den daværende regering (S, RV og SF) og Venstre, Dansk Folkeparti, Liberal Alliance og Det Konservative Folkeparti. 

Herudover indeholder loven en række justeringer og præciseringer af beredskabsreglerne, bl.a. indgår elementer vedrørende redningsberedskabets indsættelse i udlandet.
","Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:21.997",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-26T00:00:00",NULL,NULL,3,13,11,32,"514","157",False,NULL
2707,"Forslag til folketingsbeslutning om varigheden af tidsbegrænsede opholdstilladelser.","Om varigheden af tidsbegrænsede opholdstilladelser.","O","B 36","B","","Beslutningsforslaget indebar, at tidsbegrænsede opholdstilladelser efter udlændingelovens § 7 (konventionsflygtninge) og § 9 b (humanitært ophold) blev tildelt for 1 år ad gangen, hvorefter der skulle indgives ansøgning om en ny tidsbegrænset opholdstilladelse. Formålet med forslaget var, at myndighederne oftere end i dag skulle kontrollere, om forudsætningerne for en tidsbegrænset opholdstilladelse havde ændret sig, så den pågældende kunne sendes tilbage til sit hjemland.","Forkastet

13 stemmer for forslaget (DF)

94 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-02T12:53:02.097",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"36",False,NULL
2708,"Forslag til lov om ændring af lov om lige løn til mænd og kvinder. (Kønsopdelt lønstatistik).","Om kønsopdelt lønstatistik.","O","L 155","L","","Loven har til formål at give et bedre grundlag for at arbejde med ligeløn på den enkelte arbejdsplads. Med loven vil virksomheder med mindst ti fuldtidsansatte og mindst tre mænd og kvinder fremover automatisk få tilsendt kønsopdelt lønstatistik fra Danmarks Statistik eller en arbejdsgiverorganisation. Arbejdsgiverne får med loven desuden pligt til at informere de ansatte om, at virksomheden er omfattet af reglerne om kønsopdelt lønstatistik, og til at udlevere denne til lønmodtagerrepræsentanten.

Loven vil træde i kraft den 1. januar 2015. ","Vedtaget

56 stemmer for forslaget (S, RV, SF, EL, UFG)

51 stemmer imod forslaget (V, DF, LA, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:22.203",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-26T00:00:00",NULL,NULL,3,13,11,32,"513","155",False,NULL
2709,"Forslag til lov om tillægsbevilling for finansåret 2013.","Om tillægsbevillingsloven for finansåret 2013.","O","L 105","L","","Loven formaliserer de bevillingsændringer, som i finansårets løb er foretaget på forventet efterbevilling. Forslaget til tillægsbevilling har dermed en bevillingsretlig og ikke en statsfinansiel funktion.","Vedtaget

106 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:26.163",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-18T00:00:00",NULL,NULL,3,13,11,32,"1","105",True,NULL
2710,"Forslag til lov om ændring af lov om ferie. (Overførsel af 280 mio. kr. fra Arbejdsmarkedets Feriefond til statskassen m.v.).","Om overførsel af 280 mio. kr. fra Arbejdsmarkedets Feriefond til statskassen.","O","L 159","L","","Ved loven overfører Arbejdsmarkedets Feriefond 200 mio. kr. i 2014, 40 mio. kr. i 2015 og 40 mio. kr. i 2016 til staten.

Loven er led i finansieringen af finanslovsaftalen for 2014, der er indgået mellem regeringen, Venstre og Det Konservative Folkeparti.
","Vedtaget

80 stemmer for forslaget (V, S, RV, SF, KF)

27 stemmer imod forslaget (DF, EL, LA, UFG)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:41.167",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-26T00:00:00",NULL,NULL,3,13,11,32,"512","159",False,NULL
2711,"Forslag til lov om ændring af momsloven og forskellige andre love. (Ændring af leveringsstedet for elektroniske ydelser, teleydelser og radio- og tv-spredningstjenester solgt til private, one stop shop-ordning, udvidelse af definitionen af investeringsgoder, ophævelse af ordningen for udenlandsk indregistrerede turistbusser m.v.).","Om leveringsstedet for elektroniske ydelser, teleydelser og radio- og tv-spredningstjenester solgt til private m.v.","O","L 153","L","","Loven indeholder følgende ændringer af momsloven: 
- Ændring af leveringsstedet (beskatningsstedet) for elektroniske ydelser, teleydelser og radio- og tv-spredningstjenester solgt til private i EU-lande, hvor salgsvirksomheden ikke er etableret. Samtidig etableres en one stop shop-ordning, hvor sælgeren i sit eget land kan angive og betale momsen for salget til alle de lande, hvor virksomheden har kunder, men ikke er etableret. Ændringerne, som medfører forbrugslandsbeskatning for disse ydelser, er en gennemførelse af allerede vedtagne EU-regler. 
- Udvidelse af definitionen af investeringsgoder til at omfatte f.eks. it-ydelser. Ændringen imødegår et konstateret misbrug af momsreglerne. 
- Ophævelse af den gældende forenklede momsordning for udenlandsk indregistrerede turistbusser. Ændringen imødegår et konstateret misbrug af momsreglerne og skaber ens forhold for danske og udenlandske turistvognmænd ved kørsel her i landet. 
- Tilpasninger til EU-reglerne og andre, mindre justeringer og rettelser, herunder en ophævelse af omvendt betalingspligt på bro- og tunnelbilletter. 

Loven skønnes samlet set at medføre et varigt merprovenu efter tilbageløb og adfærd på 75 mio. kr. (2014-niveau).
","Vedtaget

59 stemmer for forslaget (S, Pia Kjærsgaard (DF), RV, SF, EL, UFG)

5 stemmer imod forslaget (LA)

46 stemmer hverken for eller imod forslaget (V, DF, KF)

",NULL,NULL,"2017-12-05T19:47:27.973",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-02T00:00:00",NULL,NULL,3,13,11,32,"554","153",False,NULL
2712,"Forslag til folketingsbeslutning om at ophæve private leverandørers adgang til at trække overskud ud af drift af daginstitutioner, fritidshjem og klubtilbud.","Om at ophæve private leverandørers adgang til at trække overskud ud af drift af daginstitutioner, fritidshjem og klubtilbud.","O","B 64","B","","Forslaget gik ud på at rulle den lovgivning, som gav private leverandører adgang til at trække overskud ud af driften af daginstitutioner, fritidshjem og klubtilbud, tilbage.",NULL,NULL,NULL,"2017-12-05T19:47:42.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"64",False,NULL
2713,"Forslag til lov om ændring af lov om videreanvendelse af den offentlige sektors informationer. (Udvidelse af anvendelsesområdet, mulighed for eneretsaftaler vedrørende digitalisering af kulturelle ressourcer, bemyndigelse til finansministeren til at fastsætte nærmere regler om offentliggørelse af dokumenter og datasamlinger m.v.).","Om videreanvendelse af den offentlige sektors informationer. ","O","L 156","L","","Lovændringen medfører en udvidelse af lovens anvendelsesområde til også at omfatte offentlige biblioteker, museer og arkiver og fastsætter en udvidet mulighed for at indgå eneretsaftaler med henblik på digitalisering af kulturelle ressourcer. Loven indeholder en bemyndigelse til finansministeren til at fastsætte nærmere regler om offentliggørelse af dokumenter og datasamlinger, og der indføres en hjemmel til, at offentlige myndigheder kan stille data til rådighed med henblik på videreanvendelse.","Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:29.49",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-02T00:00:00",NULL,NULL,3,13,11,32,"553","156",False,NULL
2714,"Forslag til folketingsbeslutning om skattemæssig ligestilling af familieejede ejendomsvirksomheder med andre familieejede virksomheder.","Om skattemæssig ligestilling af familieejede ejendomsvirksomheder med andre familieejede virksomheder.","O","B 65","B","","Ifølge forslaget skulle regeringen i samlingen 2013-14 fremsætte de nødvendige lovforslag, der muliggjorde, at familieejede ejendomsvirksomheder kunne benytte skattemæssig succession i forbindelse med generationsskifte.

Det var forslagsstillernes opfattelse, at de familieejede ejendomsvirksomheder i forhold til andre familieejede erhvervsvirksomheder var udsat for en forskelsbehandling, der hverken var rimelig eller samfundsøkonomisk velbegrundet.","Forkastet

10 stemmer for forslaget (LA, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

40 stemmer hverken for eller imod forslaget (V, DF)

",NULL,NULL,"2017-12-05T19:47:43.687",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"65",False,NULL
2715,"Forslag til lov om ændring af forskellige lovbestemmelser om ansøgninger, anmeldelser, meddelelser, anmodninger og erklæringer til offentlige myndigheder. (Overgang til obligatorisk digital selvbetjening, for så vidt angår ansøgning om byggetilladelse, ansøgning om forældremyndighed, barnets bopæl, samvær m.v., anmodning om separation og skilsmisse, ansøgning om børne- og ægtefællebidrag, ansøgning om lån til beboerindskud, ansøgning om parkeringslicens og anmodning om attestationer efter lov om Det Centrale Personregister m.v.).","Om overgang til digital selvbetjening ved ansøgning om byggetilladelse m.v.","O","L 158","L","","Med loven skal borgere, der kan, benytte de digitale løsninger, som de offentlige myndigheder stiller til rådighed på en række nye områder, f.eks. ansøgning om byggetilladelse, forældremyndighed, anmodning om separation og skilsmisse, ansøgning om lån til beboerindskud, parkeringslicens m.v. Loven er samtidig med til at sikre, at der tages hånd om borgere, der af den ene eller anden årsag ikke kan anvende de digitale selvbetjeningsløsninger.
","Vedtaget

99 stemmer for forslaget (V, S, DF, RV, SF, LA, KF, UFG)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:41.343",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-02T00:00:00",NULL,NULL,3,13,11,32,"552","158",False,NULL
2716,"Forslag til lov om ændring af repatrieringsloven. (Ændret fordeling af udbetaling af etableringshjælp, ændrede formuegrænser ved vurdering af egne midler, mulighed for i særlige tilfælde at genoptage en ansøgning om reintegrationsbistand og justering af reintegrationsbistanden til visse lande).","Om udbetaling af etableringshjælp m.v.","O","L 117 B","L","B","Loven ændrer på fordelingen af udbetalingen af hjælp til etablering, så en større del af beløbet fremover udbetales i forbindelse med udrejsen af Danmark. Endvidere hæver loven grænserne for den formue, der skal ses bort fra, for at man kan modtage hjælp til repatriering, og der indføres en mulighed for i visse tilfælde at søge om genoptagelse af en ansøgning om reintegrationsbistand.","Vedtaget

56 stemmer for forslaget (S, RV, SF, EL, UFG)

53 stemmer imod forslaget (V, DF, LA, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:46.57",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"308","117",False,135
2717,"Forslag til lov om ændring af repatrieringsloven. (Indførelse af permanent ordning med forhøjet etableringshjælp og supplerende reintegrationsbistand).","Om etableringshjælp og supplerende reintegrationsbistand m.v.","O","L 117 A","L","A","Loven ændrer repatrieringsordningen, som er en ordning med tilbud om økonomisk støtte til udlændinge, der ønsker at vende tilbage til deres hjemland eller tidligere opholdsland. Med loven gøres den forhøjede etableringshjælp og den supplerende reintegrationsbistand, der blev indført i 2010, permanent.","Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:46.453",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"307","117",False,135
2718,"Forslag til lov om ændring af færdselsloven. (Skærpede sanktioner for hastighedsovertrædelser ved vejarbejde m.v.).","Om skærpede sanktioner for hastighedsovertrædelser ved vejarbejde m.v.","O","L 74 A","L","A","Lovforslag nr. L 74 blev opdelt i to lovforslag ved 2. behandling.

Formålet med loven er at skærpe sanktionerne for hastighedsovertrædelser begået ved vejarbejde m.v., hvor det er tydeligt, at den generelle hastighedsgrænse, som er fastsat i færdselsloven, ved færdselstavler eller anden afmærkning er midlertidigt nedsat af hensyn til det pågældende arbejde. Det foreslås i den forbindelse nærmere, at bøden i sådanne tilfælde fordobles, og at betinget frakendelse af retten til at føre motordrevet køretøj skal ske ved hastighedsoverskridelser på 40 pct. mod i dag 60 pct. 

Loven træder i kraft den 15. april 2014.
","Vedtaget

72 stemmer for forslaget (S, DF, RV, SF, EL, LA, UFG)

35 stemmer imod forslaget (V, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:46.747",NULL,NULL,NULL,NULL,NULL,NULL,"2014-04-14T00:00:00",NULL,NULL,3,13,11,32,"373","74",False,720
